feature_number,sample,rt,mz,PC_ID,TIC
175,DN1422,9.320500,166.999100,T69_3,4654.768747
175,DN1423,9.320500,166.999100,T69_3,3740.744591
175,DN1521,9.320500,166.999100,T69_3,3941.545019
176,DN1420,11.210700,166.998500,T69_2,335.526393
176,DN1421,11.210700,166.998500,T69_2,2891.069539
176,DN1422,11.210700,166.998500,T69_2,1622.494409
176,DN1423,11.210700,166.998500,T69_2,302.916888
176,DN1521,11.210700,166.998500,T69_2,539.729592
177,DN1420,9.313300,169.014800,T69_3,123633.285038
177,DN1421,9.313300,169.014800,T69_3,89313.767483
177,DN1422,9.313300,169.014800,T69_3,153893.352698
177,DN1423,9.313300,169.014800,T69_3,125180.108152
177,DN1521,9.313300,169.014800,T69_3,130812.400537
178,DN1420,11.214200,169.014500,T69_2,13029.316668
178,DN1421,11.214200,169.014500,T69_2,67266.835874
178,DN1422,11.214200,169.014500,T69_2,40296.273833
178,DN1423,11.214200,169.014500,T69_2,10501.109317
178,DN1521,11.214200,169.014500,T69_2,13879.963442
179,DN1420,7.400900,169.014600,T69_78,11114.659368
179,DN1421,7.400900,169.014600,T69_78,476.686123
179,DN1422,7.400900,169.014600,T69_78,5227.686994
179,DN1423,7.400900,169.014600,T69_78,12479.677772
179,DN1521,7.400900,169.014600,T69_78,7154.220021
180,DN1420,9.313300,170.018300,T69_3,9903.129186
180,DN1421,9.313300,170.018300,T69_3,6643.476980
180,DN1422,9.313300,170.018300,T69_3,12176.620868
180,DN1423,9.313300,170.018300,T69_3,10293.449569
180,DN1521,9.313300,170.018300,T69_3,9597.951161
181,DN1420,11.207200,170.018000,T69_2,516.791584
181,DN1421,11.207200,170.018000,T69_2,5388.235380
181,DN1422,11.207200,170.018000,T69_2,2774.975943
181,DN1423,11.207200,170.018000,T69_2,369.248099
181,DN1521,11.207200,170.018000,T69_2,538.198247
182,DN1420,18.730700,183.139000,T69_222,3534.992438
182,DN1421,18.730700,183.139000,T69_222,533.242351
182,DN1422,18.730700,183.139000,T69_222,230.309586
182,DN1423,18.730700,183.139000,T69_222,1066.989309
182,DN1521,18.730700,183.139000,T69_222,99.087671
183,DN1420,12.929200,193.014600,T69_115,4058.307414
183,DN1421,12.929200,193.014600,T69_115,939.162005
183,DN1422,12.929200,193.014600,T69_115,2455.988821
183,DN1423,12.929200,193.014600,T69_115,2114.849646
183,DN1521,12.929200,193.014600,T69_115,4138.934081
184,DN1420,24.708800,195.087300,T69_250,2037.649197
184,DN1421,24.708800,195.087300,T69_250,2106.181046
184,DN1422,24.708800,195.087300,T69_250,2818.138332
184,DN1423,24.708800,195.087300,T69_250,2757.356623
184,DN1521,24.708800,195.087300,T69_250,162.628654
185,DN1420,3.331300,207.078100,T69_135,13823.287096
185,DN1421,3.331300,207.078100,T69_135,1420.405070
185,DN1422,3.331300,207.078100,T69_135,14630.640360
185,DN1423,3.331300,207.078100,T69_135,11223.154415
185,DN1521,3.331300,207.078100,T69_135,5471.646171
186,DN1420,5.964900,209.030600,T69_288,6223.006481
186,DN1421,5.964900,209.030600,T69_288,140.970097
186,DN1422,5.964900,209.030600,T69_288,663.837115
186,DN1423,5.964900,209.030600,T69_288,2476.065311
186,DN1521,5.964900,209.030600,T69_288,228.917319
187,DN1420,7.020700,245.082000,T69_69,113.214414
187,DN1421,7.020700,245.082000,T69_69,8010.692792
187,DN1422,7.020700,245.082000,T69_69,3771.580896
187,DN1423,7.020700,245.082000,T69_69,537.894531
187,DN1521,7.020700,245.082000,T69_69,517.290583
188,DN1420,7.275200,249.089200,T69_143,8763.549983
188,DN1421,7.275200,249.089200,T69_143,187.389952
188,DN1422,7.275200,249.089200,T69_143,5301.935636
188,DN1423,7.275200,249.089200,T69_143,8461.789641
188,DN1521,7.275200,249.089200,T69_143,328.739714
189,DN1420,6.095400,249.088500,T69_168,8760.823205
189,DN1421,6.095400,249.088500,T69_168,340.675441
189,DN1422,6.095400,249.088500,T69_168,3941.098406
189,DN1423,6.095400,249.088500,T69_168,7377.145673
189,DN1521,6.095400,249.088500,T69_168,386.498728
190,DN1420,9.320500,269.045800,T69_3,1950.594531
190,DN1421,9.320500,269.045800,T69_3,1619.328324
190,DN1422,9.320500,269.045800,T69_3,4364.449203
190,DN1423,9.320500,269.045800,T69_3,2670.223613
190,DN1521,9.320500,269.045800,T69_3,2901.809665
191,DN1420,16.711700,269.044200,T69_258,1401.086152
191,DN1420,16.711700,269.044200,T69_258,1401.086152
191,DN1421,16.711700,269.044200,T69_258,1208.840516
191,DN1421,16.711700,269.044200,T69_258,1208.840516
191,DN1422,16.711700,269.044200,T69_258,3809.854981
191,DN1422,16.711700,269.044200,T69_258,3809.854981
191,DN1423,16.711700,269.044200,T69_258,969.500105
191,DN1423,16.711700,269.044200,T69_258,969.500105
191,DN1521,16.711700,269.044200,T69_258,1081.693567
191,DN1521,16.711700,269.044200,T69_258,1081.693567
192,DN1420,11.210700,271.061100,T69_2,1520.861820
192,DN1421,11.210700,271.061100,T69_2,13957.091014
192,DN1422,11.210700,271.061100,T69_2,7896.799992
192,DN1423,11.210700,271.061100,T69_2,906.526727
192,DN1521,11.210700,271.061100,T69_2,1584.334010
193,DN1420,16.523100,271.060900,T69_112,137.349479
193,DN1421,16.523100,271.060900,T69_112,2864.024054
193,DN1422,16.523100,271.060900,T69_112,339.391608
193,DN1423,16.523100,271.060900,T69_112,30.469588
193,DN1521,16.523100,271.060900,T69_112,115.916912
194,DN1420,21.099500,283.023800,T69_217,522.054819
194,DN1421,21.099500,283.023800,T69_217,5870.740034
194,DN1422,21.099500,283.023800,T69_217,1233.714657
194,DN1423,21.099500,283.023800,T69_217,245.560448
194,DN1521,21.099500,283.023800,T69_217,1392.525850
195,DN1420,15.166200,285.040500,T69_170,578.975750
195,DN1421,15.166200,285.040500,T69_170,8041.790875
195,DN1422,15.166200,285.040500,T69_170,955.317261
195,DN1423,15.166200,285.040500,T69_170,380.443000
195,DN1521,15.166200,285.040500,T69_170,804.200053
196,DN1420,5.817900,285.061600,T69_163,1290.107517
196,DN1421,5.817900,285.061600,T69_163,1783.234880
196,DN1422,5.817900,285.061600,T69_163,1012.665702
196,DN1423,5.817900,285.061600,T69_163,8623.833175
196,DN1521,5.817900,285.061600,T69_163,399.004013
197,DN1420,9.313300,287.055900,T69_3,11911.593377
197,DN1421,9.313300,287.055900,T69_3,8373.916458
197,DN1422,9.313300,287.055900,T69_3,13924.818310
197,DN1423,9.313300,287.055900,T69_3,11678.364702
197,DN1521,9.313300,287.055900,T69_3,11078.817698
198,DN1420,14.517100,287.055800,T69_236,3180.219750
198,DN1421,14.517100,287.055800,T69_236,3052.988337
198,DN1422,14.517100,287.055800,T69_236,2563.796975
198,DN1423,14.517100,287.055800,T69_236,672.749241
198,DN1521,14.517100,287.055800,T69_236,2702.294545
199,DN1420,15.181700,287.055600,T69_170,5432.308564
199,DN1421,15.181700,287.055600,T69_170,1219.840906
199,DN1422,15.181700,287.055600,T69_170,2029.225767
199,DN1423,15.181700,287.055600,T69_170,817.155091
199,DN1521,15.181700,287.055600,T69_170,1816.291354
200,DN1420,20.258500,287.221800,T69_206,4242.015964
200,DN1421,20.258500,287.221800,T69_206,252.768187
200,DN1422,20.258500,287.221800,T69_206,794.799835
200,DN1423,20.258500,287.221800,T69_206,908.950224
200,DN1521,20.258500,287.221800,T69_206,611.987334
201,DN1420,11.211600,289.071600,T69_2,11202.499640
201,DN1421,11.211600,289.071600,T69_2,60502.657375
201,DN1422,11.211600,289.071600,T69_2,36338.277939
201,DN1423,11.211600,289.071600,T69_2,10221.738728
201,DN1521,11.211600,289.071600,T69_2,11288.121131
202,DN1420,7.024500,289.071500,T69_69,534.059292
202,DN1421,7.024500,289.071500,T69_69,45153.681212
202,DN1422,7.024500,289.071500,T69_69,24460.968935
202,DN1423,7.024500,289.071500,T69_69,4425.653570
202,DN1521,7.024500,289.071500,T69_69,3817.127167
203,DN1420,16.526600,289.072000,T69_112,749.646294
203,DN1421,16.526600,289.072000,T69_112,17086.725305
203,DN1422,16.526600,289.072000,T69_112,3506.231487
203,DN1423,16.526600,289.072000,T69_112,155.190743
203,DN1521,16.526600,289.072000,T69_112,579.191459
204,DN1420,17.112200,289.073100,T69_182,1095.412942
204,DN1421,17.112200,289.073100,T69_182,6462.801011
204,DN1422,17.112200,289.073100,T69_182,1204.458421
204,DN1423,17.112200,289.073100,T69_182,220.306694
204,DN1521,17.112200,289.073100,T69_182,879.521405
205,DN1420,11.210700,290.074600,T69_2,1436.417862
205,DN1421,11.210700,290.074600,T69_2,9733.927288
205,DN1422,11.210700,290.074600,T69_2,4860.614107
205,DN1423,11.210700,290.074600,T69_2,812.060639
205,DN1521,11.210700,290.074600,T69_2,1412.990919
206,DN1420,16.526600,290.075500,T69_112,135.871746
206,DN1421,16.526600,290.075500,T69_112,2668.699564
206,DN1422,16.526600,290.075500,T69_112,519.241059
206,DN1423,16.526600,290.075500,T69_112,27.027000
206,DN1521,16.526600,290.075500,T69_112,97.169974
207,DN1420,7.020600,290.074900,T69_69,133.320751
207,DN1421,7.020600,290.074900,T69_69,7273.005249
207,DN1422,7.020600,290.074900,T69_69,2566.142328
207,DN1423,7.020600,290.074900,T69_69,435.892070
207,DN1521,7.020600,290.074900,T69_69,179.997644
208,DN1420,6.092500,292.094200,T69_168,2059.285437
208,DN1421,6.092500,292.094200,T69_168,87.597879
208,DN1422,6.092500,292.094200,T69_168,965.407227
208,DN1423,6.092500,292.094200,T69_168,2907.398519
208,DN1521,6.092500,292.094200,T69_168,177.262334
209,DN1420,27.679200,293.211600,T69_193,871.573364
209,DN1421,27.679200,293.211600,T69_193,4350.087577
209,DN1422,27.679200,293.211600,T69_193,5099.122128
209,DN1423,27.679200,293.211600,T69_193,783.023646
209,DN1521,27.679200,293.211600,T69_193,3056.067220
210,DN1420,11.207200,301.033800,T69_2,528.605023
210,DN1421,11.207200,301.033800,T69_2,4268.255769
210,DN1422,11.207200,301.033800,T69_2,2130.354366
210,DN1423,11.207200,301.033800,T69_2,469.936406
210,DN1521,11.207200,301.033800,T69_2,825.888113
211,DN1420,11.207100,303.050000,T69_2,586.845713
211,DN1421,11.207100,303.050000,T69_2,4560.196823
211,DN1422,11.207100,303.050000,T69_2,2778.603124
211,DN1423,11.207100,303.050000,T69_2,651.828888
211,DN1521,11.207100,303.050000,T69_2,795.346003
212,DN1420,3.777000,303.050800,T69_81,199.093798
212,DN1421,3.777000,303.050800,T69_81,1452.695259
212,DN1422,3.777000,303.050800,T69_81,6495.899671
212,DN1423,3.777000,303.050800,T69_81,2146.131245
212,DN1521,3.777000,303.050800,T69_81,3561.133245
213,DN1420,9.313300,305.066600,T69_3,17376.656570
213,DN1421,9.313300,305.066600,T69_3,11510.165968
213,DN1422,9.313300,305.066600,T69_3,20087.383642
213,DN1423,9.313300,305.066600,T69_3,16169.506293
213,DN1521,9.313300,305.066600,T69_3,14722.832028
214,DN1420,3.768400,305.066700,T69_81,4356.729564
214,DN1421,3.768400,305.066700,T69_81,17735.603981
214,DN1422,3.768400,305.066700,T69_81,44341.718725
214,DN1423,3.768400,305.066700,T69_81,24423.601158
214,DN1521,3.768400,305.066700,T69_81,16937.555567
215,DN1420,14.519100,305.065500,T69_236,3762.519634
215,DN1421,14.519100,305.065500,T69_236,3788.815029
215,DN1422,14.519100,305.065500,T69_236,3329.369216
215,DN1423,14.519100,305.065500,T69_236,793.557364
215,DN1521,14.519100,305.065500,T69_236,3395.485755
216,DN1420,15.188800,305.065900,T69_198,5346.637802
216,DN1421,15.188800,305.065900,T69_198,1058.320823
216,DN1422,15.188800,305.065900,T69_198,1650.734764
216,DN1423,15.188800,305.065900,T69_198,1006.935897
216,DN1521,15.188800,305.065900,T69_198,2580.465207
217,DN1420,3.768400,306.070500,T69_81,324.189725
217,DN1421,3.768400,306.070500,T69_81,1953.179587
217,DN1422,3.768400,306.070500,T69_81,6951.884750
217,DN1423,3.768400,306.070500,T69_81,2565.854328
217,DN1521,3.768400,306.070500,T69_81,1939.654649
218,DN1420,9.311900,306.069600,T69_3,1171.460747
218,DN1421,9.311900,306.069600,T69_3,970.803619
218,DN1422,9.311900,306.069600,T69_3,2617.946698
218,DN1423,9.311900,306.069600,T69_3,1668.875892
218,DN1521,9.311900,306.069600,T69_3,1544.819280
219,DN1420,31.417000,311.202200,T69_243,2907.878595
219,DN1421,31.417000,311.202200,T69_243,2568.021673
219,DN1422,31.417000,311.202200,T69_243,2761.644630
219,DN1423,31.417000,311.202200,T69_243,2612.165164
219,DN1521,31.417000,311.202200,T69_243,22.688611
220,DN1420,9.319100,317.029800,T69_3,2542.856681
220,DN1421,9.319100,317.029800,T69_3,1547.245090
220,DN1422,9.319100,317.029800,T69_3,2614.668960
220,DN1423,9.319100,317.029800,T69_3,2381.149723
220,DN1521,9.319100,317.029800,T69_3,2626.805678
221,DN1420,12.927400,319.045200,T69_115,16822.811127
221,DN1421,12.927400,319.045200,T69_115,3610.045615
221,DN1422,12.927400,319.045200,T69_115,9692.221990
221,DN1423,12.927400,319.045200,T69_115,7882.869713
221,DN1521,12.927400,319.045200,T69_115,10304.519862
222,DN1420,11.815600,329.159100,T69_223,2962.904238
222,DN1421,11.815600,329.159100,T69_223,967.250766
222,DN1422,11.815600,329.159100,T69_223,1111.287174
222,DN1423,11.815600,329.159100,T69_223,1285.142943
222,DN1521,11.815600,329.159100,T69_223,617.484779
223,DN1420,19.841000,329.232200,T69_265,3041.442368
223,DN1421,19.841000,329.232200,T69_265,1634.574146
223,DN1422,19.841000,329.232200,T69_265,1961.018594
223,DN1423,19.841000,329.232200,T69_265,2136.809242
223,DN1521,19.841000,329.232200,T69_265,1487.379818
224,DN1420,9.315600,331.045600,T69_3,4266.462491
224,DN1421,9.315600,331.045600,T69_3,3326.808214
224,DN1422,9.315600,331.045600,T69_3,5572.397823
224,DN1423,9.315600,331.045600,T69_3,4997.075610
224,DN1521,9.315600,331.045600,T69_3,3703.849411
225,DN1420,11.210700,331.044800,T69_2,475.442745
225,DN1421,11.210700,331.044800,T69_2,3406.987629
225,DN1422,11.210700,331.044800,T69_2,2328.085314
225,DN1423,11.210700,331.044800,T69_2,286.393228
225,DN1521,11.210700,331.044800,T69_2,532.424964
226,DN1420,10.776200,345.154900,T69_257,813.437790
226,DN1421,10.776200,345.154900,T69_257,419.555644
226,DN1422,10.776200,345.154900,T69_257,543.814649
226,DN1423,10.776200,345.154900,T69_257,2185.992108
226,DN1521,10.776200,345.154900,T69_257,505.224202
227,DN1420,6.089300,364.076200,T69_168,3101.231907
227,DN1421,6.089300,364.076200,T69_168,165.296690
227,DN1422,6.089300,364.076200,T69_168,1430.942291
227,DN1423,6.089300,364.076200,T69_168,1966.360915
227,DN1521,6.089300,364.076200,T69_168,54.566172
228,DN1420,9.033900,387.167200,T69_282,4041.695461
228,DN1421,9.033900,387.167200,T69_282,3435.477996
228,DN1422,9.033900,387.167200,T69_282,2070.295570
228,DN1423,9.033900,387.167200,T69_282,3822.123322
228,DN1521,9.033900,387.167200,T69_282,1509.535879
229,DN1420,12.138600,433.078000,T69_214,81.523337
229,DN1421,12.138600,433.078000,T69_214,3800.075895
229,DN1422,12.138600,433.078000,T69_214,3286.568102
229,DN1423,12.138600,433.078000,T69_214,118.223357
229,DN1521,12.138600,433.078000,T69_214,137.090236
230,DN1420,16.523100,435.106600,T69_112,95.544559
230,DN1421,16.523100,435.106600,T69_112,7654.045835
230,DN1422,16.523100,435.106600,T69_112,1061.677756
230,DN1423,16.523100,435.106600,T69_112,119.246433
230,DN1521,16.523100,435.106600,T69_112,122.615635
231,DN1420,11.210700,439.065800,T69_2,1231.145280
231,DN1421,11.210700,439.065800,T69_2,13233.290054
231,DN1422,11.210700,439.065800,T69_2,6707.719543
231,DN1423,11.210700,439.065800,T69_2,1035.414671
231,DN1521,11.210700,439.065800,T69_2,1787.960024
232,DN1420,7.277200,439.087900,T69_143,203.720289
232,DN1421,7.277200,439.087900,T69_143,2957.866250
232,DN1422,7.277200,439.087900,T69_143,202.270670
232,DN1423,7.277200,439.087900,T69_143,242.285269
232,DN1521,7.277200,439.087900,T69_143,110.942832
233,DN1420,11.210700,440.070300,T69_2,216.639323
233,DN1421,11.210700,440.070300,T69_2,3290.826988
233,DN1422,11.210700,440.070300,T69_2,1572.253928
233,DN1423,11.210700,440.070300,T69_2,163.762122
233,DN1521,11.210700,440.070300,T69_2,571.730500
234,DN1420,11.210600,441.081800,T69_2,43300.876636
234,DN1421,11.210600,441.081800,T69_2,253687.481470
234,DN1422,11.210600,441.081800,T69_2,147913.440792
234,DN1423,11.210600,441.081800,T69_2,38244.020641
234,DN1521,11.210600,441.081800,T69_2,42455.122946
235,DN1420,2.648800,441.081900,T69_136,2928.478655
235,DN1421,2.648800,441.081900,T69_136,559.240665
235,DN1422,2.648800,441.081900,T69_136,6001.511479
235,DN1423,2.648800,441.081900,T69_136,4601.823557
235,DN1521,2.648800,441.081900,T69_136,4135.185943
236,DN1420,11.689000,441.081000,T69_221,41.782732
236,DN1421,11.689000,441.081000,T69_221,4078.602917
236,DN1422,11.689000,441.081000,T69_221,290.209112
236,DN1423,11.689000,441.081000,T69_221,77.800136
236,DN1521,11.689000,441.081000,T69_221,99.653226
237,DN1420,12.960400,441.081900,T69_119,147.241250
237,DN1421,12.960400,441.081900,T69_119,12769.906420
237,DN1422,12.960400,441.081900,T69_119,317.027360
237,DN1423,12.960400,441.081900,T69_119,10.890625
237,DN1521,12.960400,441.081900,T69_119,192.719786
238,DN1420,13.699100,441.081800,T69_79,0.000000
238,DN1421,13.699100,441.081800,T69_79,7044.819113
238,DN1422,13.699100,441.081800,T69_79,44.688774
238,DN1423,13.699100,441.081800,T69_79,9.280727
238,DN1521,13.699100,441.081800,T69_79,39.925457
239,DN1420,12.589400,441.081900,T69_80,77.277638
239,DN1421,12.589400,441.081900,T69_80,7243.649037
239,DN1422,12.589400,441.081900,T69_80,165.323585
239,DN1423,12.589400,441.081900,T69_80,53.675413
239,DN1521,12.589400,441.081900,T69_80,89.911933
240,DN1420,11.210600,442.085100,T69_2,9834.627218
240,DN1421,11.210600,442.085100,T69_2,65360.941922
240,DN1422,11.210600,442.085100,T69_2,36396.538476
240,DN1423,11.210600,442.085100,T69_2,8868.870180
240,DN1521,11.210600,442.085100,T69_2,9750.243146
241,DN1420,11.207100,443.086800,T69_2,1374.236142
241,DN1421,11.207100,443.086800,T69_2,12929.521665
241,DN1422,11.207100,443.086800,T69_2,7124.674414
241,DN1423,11.207100,443.086800,T69_2,856.646527
241,DN1521,11.207100,443.086800,T69_2,1455.006341
242,DN1420,10.429200,449.108300,T69_74,331.737238
242,DN1421,10.429200,449.108300,T69_74,4810.059404
242,DN1422,10.429200,449.108300,T69_74,4480.094647
242,DN1423,10.429200,449.108300,T69_74,2229.761540
242,DN1521,10.429200,449.108300,T69_74,1197.262616
243,DN1420,14.517100,451.101300,T69_236,2177.575900
243,DN1421,14.517100,451.101300,T69_236,2360.889327
243,DN1422,14.517100,451.101300,T69_236,1808.427172
243,DN1423,14.517100,451.101300,T69_236,710.231638
243,DN1521,14.517100,451.101300,T69_236,1396.901928
244,DN1420,9.319100,453.045800,T69_3,5043.568993
244,DN1421,9.319100,453.045800,T69_3,3696.183725
244,DN1422,9.319100,453.045800,T69_3,7316.734446
244,DN1423,9.319100,453.045800,T69_3,3584.922359
244,DN1521,9.319100,453.045800,T69_3,9476.538013
245,DN1420,10.928400,453.044300,T69_175,6211.941687
245,DN1421,10.928400,453.044300,T69_175,285.923182
245,DN1422,10.928400,453.044300,T69_175,859.127558
245,DN1423,10.928400,453.044300,T69_175,3296.901835
245,DN1521,10.928400,453.044300,T69_175,788.279248
246,DN1420,9.076800,453.102900,T69_139,1169.830502
246,DN1421,9.076800,453.102900,T69_139,7913.087914
246,DN1422,9.076800,453.102900,T69_139,385.287284
246,DN1423,9.076800,453.102900,T69_139,2318.344798
246,DN1521,9.076800,453.102900,T69_139,3501.887491
247,DN1420,9.316900,455.061400,T69_3,21567.875891
247,DN1421,9.316900,455.061400,T69_3,16785.342398
247,DN1422,9.316900,455.061400,T69_3,30716.452530
247,DN1423,9.316900,455.061400,T69_3,23079.907780
247,DN1521,9.316900,455.061400,T69_3,29076.363983
248,DN1420,9.316300,456.064900,T69_3,5263.672384
248,DN1421,9.316300,456.064900,T69_3,4229.518288
248,DN1422,9.316300,456.064900,T69_3,8233.755038
248,DN1423,9.316300,456.064900,T69_3,5606.608096
248,DN1521,9.316300,456.064900,T69_3,7353.630638
249,DN1420,9.313300,457.077300,T69_3,152885.224543
249,DN1421,9.313300,457.077300,T69_3,109525.786204
249,DN1422,9.313300,457.077300,T69_3,215648.960100
249,DN1423,9.313300,457.077300,T69_3,166805.214298
249,DN1521,9.313300,457.077300,T69_3,169228.558591
250,DN1420,11.225100,457.075700,T69_2,653.596553
250,DN1421,11.225100,457.075700,T69_2,6248.912070
250,DN1422,11.225100,457.075700,T69_2,1198.555447
250,DN1423,11.225100,457.075700,T69_2,354.112824
250,DN1521,11.225100,457.075700,T69_2,962.730845
251,DN1420,9.313300,458.080600,T69_3,38452.811859
251,DN1421,9.313300,458.080600,T69_3,27352.602419
251,DN1422,9.313300,458.080600,T69_3,54092.720961
251,DN1423,9.313300,458.080600,T69_3,42280.098623
251,DN1521,9.313300,458.080600,T69_3,39533.318659
252,DN1420,9.313300,459.083100,T69_3,7408.846571
252,DN1421,9.313300,459.083100,T69_3,4970.447662
252,DN1422,9.313300,459.083100,T69_3,11406.116482
252,DN1423,9.313300,459.083100,T69_3,8703.079606
252,DN1521,9.313300,459.083100,T69_3,8246.405414
253,DN1420,11.210700,461.048700,T69_2,306.530692
253,DN1421,11.210700,461.048700,T69_2,2771.156115
253,DN1422,11.210700,461.048700,T69_2,1728.795582
253,DN1423,11.210700,461.048700,T69_2,324.482551
253,DN1521,11.210700,461.048700,T69_2,658.891920
254,DN1420,11.210600,463.063500,T69_2,8469.936759
254,DN1421,11.210600,463.063500,T69_2,39452.382478
254,DN1422,11.210600,463.063500,T69_2,27629.831716
254,DN1423,11.210600,463.063500,T69_2,7931.950935
254,DN1521,11.210600,463.063500,T69_2,9178.249033
255,DN1420,11.208900,464.067000,T69_2,1182.695208
255,DN1421,11.208900,464.067000,T69_2,9087.024616
255,DN1422,11.208900,464.067000,T69_2,6047.478061
255,DN1423,11.208900,464.067000,T69_2,1068.247675
255,DN1521,11.208900,464.067000,T69_2,1538.906077
256,DN1420,9.690200,465.103500,T69_105,153.779293
256,DN1421,9.690200,465.103500,T69_105,2849.167039
256,DN1422,9.690200,465.103500,T69_105,1157.380185
256,DN1423,9.690200,465.103500,T69_105,512.404234
256,DN1521,9.690200,465.103500,T69_105,223.830692
257,DN1420,12.926900,471.056000,T69_115,6693.633019
257,DN1421,12.926900,471.056000,T69_115,1597.031248
257,DN1422,12.926900,471.056000,T69_115,4366.611365
257,DN1423,12.926900,471.056000,T69_115,3144.886709
257,DN1521,12.926900,471.056000,T69_115,2599.547321
258,DN1420,9.316900,471.056400,T69_3,2573.368134
258,DN1421,9.316900,471.056400,T69_3,1594.409670
258,DN1422,9.316900,471.056400,T69_3,3742.612077
258,DN1423,9.316900,471.056400,T69_3,2363.129249
258,DN1521,9.316900,471.056400,T69_3,3776.467136
259,DN1420,9.327100,473.071900,T69_3,3146.652244
259,DN1421,9.327100,473.071900,T69_3,2903.448680
259,DN1422,9.327100,473.071900,T69_3,5929.821687
259,DN1423,9.327100,473.071900,T69_3,5002.628045
259,DN1521,9.327100,473.071900,T69_3,6690.441089
260,DN1420,9.322600,477.043200,T69_3,4356.130359
260,DN1421,9.322600,477.043200,T69_3,3811.602459
260,DN1422,9.322600,477.043200,T69_3,5022.070071
260,DN1423,9.322600,477.043200,T69_3,3747.960491
260,DN1521,9.322600,477.043200,T69_3,5352.500580
261,DN1420,11.350800,477.103100,T69_178,2814.456831
261,DN1421,11.350800,477.103100,T69_178,5352.725370
261,DN1422,11.350800,477.103100,T69_178,5121.629594
261,DN1423,11.350800,477.103100,T69_178,3007.716296
261,DN1521,11.350800,477.103100,T69_178,1847.047321
262,DN1420,9.316300,479.059200,T69_3,36885.546361
262,DN1421,9.316300,479.059200,T69_3,28025.907796
262,DN1422,9.316300,479.059200,T69_3,40892.715333
262,DN1423,9.316300,479.059200,T69_3,36411.754681
262,DN1521,9.316300,479.059200,T69_3,29307.331881
263,DN1420,9.316300,480.062300,T69_3,7463.618411
263,DN1421,9.316300,480.062300,T69_3,6146.135854
263,DN1422,9.316300,480.062300,T69_3,10089.388278
263,DN1423,9.316300,480.062300,T69_3,8996.492332
263,DN1521,9.316300,480.062300,T69_3,5853.273426
264,DN1420,30.296900,480.309500,T69_225,1238.403867
264,DN1421,30.296900,480.309500,T69_225,1457.275087
264,DN1422,30.296900,480.309500,T69_225,5213.835592
264,DN1423,30.296900,480.309500,T69_225,68.556585
264,DN1521,30.296900,480.309500,T69_225,3735.989041
265,DN1420,15.188800,481.112500,T69_198,2566.403289
265,DN1421,15.188800,481.112500,T69_198,416.773669
265,DN1422,15.188800,481.112500,T69_198,930.005525
265,DN1423,15.188800,481.112500,T69_198,469.780789
265,DN1521,15.188800,481.112500,T69_198,1135.168822
266,DN1420,7.270100,483.077400,T69_143,517.934237
266,DN1421,7.270100,483.077400,T69_143,9294.117522
266,DN1422,7.270100,483.077400,T69_143,770.522361
266,DN1423,7.270100,483.077400,T69_143,670.549980
266,DN1521,7.270100,483.077400,T69_143,303.369628
267,DN1420,5.310600,487.106300,T69_273,154.037011
267,DN1421,5.310600,487.106300,T69_273,7227.745204
267,DN1422,5.310600,487.106300,T69_273,4.798237
267,DN1423,5.310600,487.106300,T69_273,7.633559
267,DN1521,5.310600,487.106300,T69_273,0.000000
268,DN1420,19.443200,489.212600,T69_181,6381.367316
268,DN1420,19.443200,489.212600,T69_181,6381.367316
268,DN1421,19.443200,489.212600,T69_181,8321.712344
268,DN1421,19.443200,489.212600,T69_181,8321.712344
268,DN1422,19.443200,489.212600,T69_181,1488.946863
268,DN1422,19.443200,489.212600,T69_181,1488.946863
268,DN1423,19.443200,489.212600,T69_181,2936.113365
268,DN1423,19.443200,489.212600,T69_181,2936.113365
268,DN1521,19.443200,489.212600,T69_181,3393.563520
268,DN1521,19.443200,489.212600,T69_181,3393.563520
269,DN1420,12.924700,493.036700,T69_115,3655.678073
269,DN1421,12.924700,493.036700,T69_115,397.887536
269,DN1422,12.924700,493.036700,T69_115,1357.019366
269,DN1423,12.924700,493.036700,T69_115,1162.147882
269,DN1521,12.924700,493.036700,T69_115,2152.091379
270,DN1420,10.943400,501.196300,T69_175,84.494861
270,DN1421,10.943400,501.196300,T69_175,2952.255125
270,DN1422,10.943400,501.196300,T69_175,548.332703
270,DN1423,10.943400,501.196300,T69_175,150.846698
270,DN1521,10.943400,501.196300,T69_175,104.610933
271,DN1420,9.311900,503.081000,T69_3,870.511437
271,DN1421,9.311900,503.081000,T69_3,1055.927220
271,DN1422,9.311900,503.081000,T69_3,3055.148682
271,DN1423,9.311900,503.081000,T69_3,1530.029569
271,DN1521,9.311900,503.081000,T69_3,726.695165
272,DN1420,11.210700,504.076000,T69_2,447.836198
272,DN1421,11.210700,504.076000,T69_2,7259.579981
272,DN1422,11.210700,504.076000,T69_2,3150.773472
272,DN1423,11.210700,504.076000,T69_2,402.492748
272,DN1521,11.210700,504.076000,T69_2,149.697177
273,DN1420,29.245500,504.308500,T69_245,1011.170163
273,DN1421,29.245500,504.308500,T69_245,633.676099
273,DN1422,29.245500,504.308500,T69_245,3035.599729
273,DN1423,29.245500,504.308500,T69_245,153.036625
273,DN1521,29.245500,504.308500,T69_245,2751.806106
274,DN1420,10.418600,513.102300,T69_74,1057.260545
