feature_number,sample,rt,mz,PC_ID,TIC
370,DN1422,9.611400,807.168900,T69_144,3659.529568
370,DN1423,9.611400,807.168900,T69_144,1172.735662
370,DN1521,9.611400,807.168900,T69_144,2150.905366
371,DN1420,9.028900,814.163500,T69_282,1149.716046
371,DN1421,9.028900,814.163500,T69_282,3063.225162
371,DN1422,9.028900,814.163500,T69_282,4083.647880
371,DN1423,9.028900,814.163500,T69_282,2383.149298
371,DN1521,9.028900,814.163500,T69_282,2412.949147
372,DN1420,9.026700,814.666800,T69_282,847.738542
372,DN1421,9.026700,814.666800,T69_282,2217.074192
372,DN1422,9.026700,814.666800,T69_282,3715.894002
372,DN1423,9.026700,814.666800,T69_282,1404.055548
372,DN1521,9.026700,814.666800,T69_282,1365.975939
373,DN1420,8.373800,828.150700,T69_244,1054.581742
373,DN1421,8.373800,828.150700,T69_244,83.387688
373,DN1422,8.373800,828.150700,T69_244,1163.980278
373,DN1423,8.373800,828.150700,T69_244,2536.436316
373,DN1521,8.373800,828.150700,T69_244,647.959439
374,DN1420,7.759600,835.641600,T69_114,1663.277397
374,DN1421,7.759600,835.641600,T69_114,55.339812
374,DN1422,7.759600,835.641600,T69_114,503.111638
374,DN1423,7.759600,835.641600,T69_114,3017.295028
374,DN1521,7.759600,835.641600,T69_114,521.348473
375,DN1420,7.752900,836.148400,T69_114,9674.637842
375,DN1421,7.752900,836.148400,T69_114,93.874059
375,DN1422,7.752900,836.148400,T69_114,3653.476703
375,DN1423,7.752900,836.148400,T69_114,15933.129466
375,DN1521,7.752900,836.148400,T69_114,5628.157639
376,DN1420,7.752900,836.650500,T69_114,8154.834777
376,DN1421,7.752900,836.650500,T69_114,78.669500
376,DN1422,7.752900,836.650500,T69_114,3113.342796
376,DN1423,7.752900,836.650500,T69_114,13454.577504
376,DN1521,7.752900,836.650500,T69_114,5177.080834
377,DN1420,7.752400,837.150800,T69_114,4090.838114
377,DN1421,7.752400,837.150800,T69_114,32.698853
377,DN1422,7.752400,837.150800,T69_114,944.669095
377,DN1423,7.752400,837.150800,T69_114,6759.218457
377,DN1521,7.752400,837.150800,T69_114,2569.158695
378,DN1420,7.756000,837.648700,T69_114,850.051425
378,DN1421,7.756000,837.648700,T69_114,0.000000
378,DN1422,7.756000,837.648700,T69_114,323.965972
378,DN1423,7.756000,837.648700,T69_114,2684.720344
378,DN1521,7.756000,837.648700,T69_114,646.696315
379,DN1420,15.548700,875.176800,T69_166,56.397576
379,DN1421,15.548700,875.176800,T69_166,8693.778592
379,DN1422,15.548700,875.176800,T69_166,1115.075150
379,DN1423,15.548700,875.176800,T69_166,193.178596
379,DN1521,15.548700,875.176800,T69_166,146.175121
380,DN1420,11.303600,875.199100,T69_117,470.398311
380,DN1421,11.303600,875.199100,T69_117,13790.043732
380,DN1422,11.303600,875.199100,T69_117,5601.426743
380,DN1423,11.303600,875.199100,T69_117,2031.426087
380,DN1521,11.303600,875.199100,T69_117,1469.451162
381,DN1420,8.212500,875.201300,T69_291,694.398169
381,DN1421,8.212500,875.201300,T69_291,11708.708312
381,DN1422,8.212500,875.201300,T69_291,6859.134512
381,DN1423,8.212500,875.201300,T69_291,1642.476255
381,DN1521,8.212500,875.201300,T69_291,1468.744243
382,DN1420,10.447300,875.199300,T69_130,148.574647
382,DN1421,10.447300,875.199300,T69_130,11821.094423
382,DN1422,10.447300,875.199300,T69_130,1734.477095
382,DN1423,10.447300,875.199300,T69_130,1714.099175
382,DN1521,10.447300,875.199300,T69_130,831.006295
383,DN1420,15.545100,876.179600,T69_166,31.220129
383,DN1421,15.545100,876.179600,T69_166,4185.145110
383,DN1422,15.545100,876.179600,T69_166,474.480136
383,DN1423,15.545100,876.179600,T69_166,47.677612
383,DN1521,15.545100,876.179600,T69_166,89.846309
384,DN1420,8.210700,876.203500,T69_291,224.001027
384,DN1421,8.210700,876.203500,T69_291,4795.862509
384,DN1422,8.210700,876.203500,T69_291,2586.858752
384,DN1423,8.210700,876.203500,T69_291,549.610449
384,DN1521,8.210700,876.203500,T69_291,528.835803
385,DN1420,10.447300,876.205100,T69_130,220.427644
385,DN1421,10.447300,876.205100,T69_130,5281.939856
385,DN1422,10.447300,876.205100,T69_130,933.718597
385,DN1423,10.447300,876.205100,T69_130,945.877741
385,DN1521,10.447300,876.205100,T69_130,414.621719
386,DN1420,11.300100,876.203500,T69_117,229.751531
386,DN1421,11.300100,876.203500,T69_117,6622.959134
386,DN1422,11.300100,876.203500,T69_117,1765.871832
386,DN1423,11.300100,876.203500,T69_117,554.290746
386,DN1521,11.300100,876.203500,T69_117,658.759883
387,DN1420,11.207200,881.148300,T69_2,36.901939
387,DN1421,11.207200,881.148300,T69_2,3001.382467
387,DN1422,11.207200,881.148300,T69_2,482.932199
387,DN1423,11.207200,881.148300,T69_2,51.927879
387,DN1521,11.207200,881.148300,T69_2,119.625109
388,DN1420,11.207100,883.166500,T69_2,387.328740
388,DN1421,11.207100,883.166500,T69_2,24660.214875
388,DN1422,11.207100,883.166500,T69_2,6775.709030
388,DN1423,11.207100,883.166500,T69_2,190.505085
388,DN1521,11.207100,883.166500,T69_2,419.873176
389,DN1420,11.208900,884.170500,T69_2,171.583445
389,DN1421,11.208900,884.170500,T69_2,11513.878933
389,DN1422,11.208900,884.170500,T69_2,2987.095593
389,DN1423,11.208900,884.170500,T69_2,149.527499
389,DN1521,11.208900,884.170500,T69_2,251.226020
390,DN1420,11.207200,885.170800,T69_2,24.798968
390,DN1421,11.207200,885.170800,T69_2,3686.844401
390,DN1422,11.207200,885.170800,T69_2,571.988738
390,DN1423,11.207200,885.170800,T69_2,39.479339
390,DN1521,11.207200,885.170800,T69_2,30.113032
391,DN1420,14.430900,891.172800,T69_242,375.312760
391,DN1421,14.430900,891.172800,T69_242,3156.234928
391,DN1422,14.430900,891.172800,T69_242,2299.288768
391,DN1423,14.430900,891.172800,T69_242,199.379661
391,DN1521,14.430900,891.172800,T69_242,537.765159
392,DN1420,10.508000,891.195000,T69_165,310.975778
392,DN1421,10.508000,891.195000,T69_165,6641.097313
392,DN1422,10.508000,891.195000,T69_165,2554.837775
392,DN1423,10.508000,891.195000,T69_165,910.098297
392,DN1521,10.508000,891.195000,T69_165,458.646934
393,DN1420,7.112900,891.194400,T69_153,309.779940
393,DN1421,7.112900,891.194400,T69_153,8165.707531
393,DN1422,7.112900,891.194400,T69_153,4163.653867
393,DN1423,7.112900,891.194400,T69_153,1106.296243
393,DN1521,7.112900,891.194400,T69_153,730.225522
394,DN1420,9.768900,891.196100,T69_159,106.492788
394,DN1421,9.768900,891.196100,T69_159,6746.441606
394,DN1422,9.768900,891.196100,T69_159,808.171221
394,DN1423,9.768900,891.196100,T69_159,1112.198768
394,DN1521,9.768900,891.196100,T69_159,403.472390
395,DN1420,10.500900,892.197100,T69_165,123.096076
395,DN1421,10.500900,892.197100,T69_165,3202.826768
395,DN1422,10.500900,892.197100,T69_165,913.024744
395,DN1423,10.500900,892.197100,T69_165,381.184879
395,DN1521,10.500900,892.197100,T69_165,217.447028
396,DN1420,9.768900,892.200000,T69_159,82.189455
396,DN1421,9.768900,892.200000,T69_159,2791.571153
396,DN1422,9.768900,892.200000,T69_159,306.074271
396,DN1423,9.768900,892.200000,T69_159,372.004682
396,DN1521,9.768900,892.200000,T69_159,121.958545
397,DN1420,4.239500,897.188200,T69_270,484.503332
397,DN1421,4.239500,897.188200,T69_270,300.586662
397,DN1422,4.239500,897.188200,T69_270,2822.413007
397,DN1423,4.239500,897.188200,T69_270,1712.824259
397,DN1521,4.239500,897.188200,T69_270,297.317225
398,DN1420,11.207200,905.147000,T69_2,80.547162
398,DN1421,11.207200,905.147000,T69_2,2914.420586
398,DN1422,11.207200,905.147000,T69_2,886.132476
398,DN1423,11.207200,905.147000,T69_2,93.196552
398,DN1521,11.207200,905.147000,T69_2,80.992241
399,DN1420,13.247400,907.167700,T69_203,2953.325999
399,DN1421,13.247400,907.167700,T69_203,2911.906863
399,DN1422,13.247400,907.167700,T69_203,4817.054043
399,DN1423,13.247400,907.167700,T69_203,1679.015037
399,DN1521,13.247400,907.167700,T69_203,4448.691135
400,DN1420,9.325400,911.129800,T69_3,1206.780990
400,DN1421,9.325400,911.129800,T69_3,319.126147
400,DN1422,9.325400,911.129800,T69_3,2299.884213
400,DN1423,9.325400,911.129800,T69_3,1532.089294
400,DN1521,9.325400,911.129800,T69_3,2728.850470
401,DN1420,9.388400,913.142900,T69_147,12188.252581
401,DN1421,9.388400,913.142900,T69_147,2705.573354
401,DN1422,9.388400,913.142900,T69_147,8070.568040
401,DN1423,9.388400,913.142900,T69_147,13269.220072
401,DN1521,9.388400,913.142900,T69_147,9267.998559
402,DN1420,2.312000,913.179900,T69_276,5699.758565
402,DN1421,2.312000,913.179900,T69_276,190.105342
402,DN1422,2.312000,913.179900,T69_276,7292.353643
402,DN1423,2.312000,913.179900,T69_276,11375.668143
402,DN1521,2.312000,913.179900,T69_276,3462.839213
403,DN1420,9.397700,914.147000,T69_147,5329.387055
403,DN1421,9.397700,914.147000,T69_147,1072.188921
403,DN1422,9.397700,914.147000,T69_147,3514.369513
403,DN1423,9.397700,914.147000,T69_147,3000.497140
403,DN1521,9.397700,914.147000,T69_147,2152.749977
404,DN1420,2.309200,914.178900,T69_276,2424.380493
404,DN1421,2.309200,914.178900,T69_276,247.257752
404,DN1422,2.309200,914.178900,T69_276,3098.569302
404,DN1423,2.309200,914.178900,T69_276,4861.372174
404,DN1521,2.309200,914.178900,T69_276,1536.900833
405,DN1420,9.315600,915.158600,T69_3,19685.418408
405,DN1421,9.315600,915.158600,T69_3,10483.747612
405,DN1422,9.315600,915.158600,T69_3,42477.180958
405,DN1423,9.315600,915.158600,T69_3,25026.871813
405,DN1521,9.315600,915.158600,T69_3,38582.734574
406,DN1420,9.313300,916.161300,T69_3,8662.538473
406,DN1421,9.313300,916.161300,T69_3,4590.908944
406,DN1422,9.313300,916.161300,T69_3,20315.900853
406,DN1423,9.313300,916.161300,T69_3,12170.329331
406,DN1521,9.313300,916.161300,T69_3,17052.696274
407,DN1420,9.313300,917.165500,T69_3,2950.221729
407,DN1421,9.313300,917.165500,T69_3,1281.116885
407,DN1422,9.313300,917.165500,T69_3,6416.297941
407,DN1423,9.313300,917.165500,T69_3,3004.542730
407,DN1521,9.313300,917.165500,T69_3,5687.456946
408,DN1420,9.314800,937.139500,T69_3,3214.986445
408,DN1421,9.314800,937.139500,T69_3,1197.451175
408,DN1422,9.314800,937.139500,T69_3,5138.656840
408,DN1423,9.314800,937.139500,T69_3,3146.137475
408,DN1521,9.314800,937.139500,T69_3,3995.823349
409,DN1420,9.311900,938.143600,T69_3,1185.769177
409,DN1421,9.311900,938.143600,T69_3,598.615790
409,DN1422,9.311900,938.143600,T69_3,2347.448495
409,DN1423,9.311900,938.143600,T69_3,1218.095342
409,DN1521,9.311900,938.143600,T69_3,1313.223166
410,DN1420,9.311900,968.072200,T69_3,1015.421160
410,DN1421,9.311900,968.072200,T69_3,709.105862
410,DN1422,9.311900,968.072200,T69_3,2871.143797
410,DN1423,9.311900,968.072200,T69_3,1383.342023
410,DN1521,9.311900,968.072200,T69_3,2275.544100
411,DN1420,9.311900,969.072800,T69_3,1073.841410
411,DN1421,9.311900,969.072800,T69_3,290.839512
411,DN1422,9.311900,969.072800,T69_3,2025.968136
411,DN1423,9.311900,969.072800,T69_3,961.871410
411,DN1521,9.311900,969.072800,T69_3,1700.406525
412,DN1420,7.634500,988.172100,T69_239,846.351087
412,DN1421,7.634500,988.172100,T69_239,61.684364
412,DN1422,7.634500,988.172100,T69_239,622.007129
412,DN1423,7.634500,988.172100,T69_239,3533.166637
412,DN1521,7.634500,988.172100,T69_239,1076.741605
413,DN1420,7.627300,988.672100,T69_298,689.106725
413,DN1421,7.627300,988.672100,T69_298,20.078400
413,DN1422,7.627300,988.672100,T69_298,300.534250
413,DN1423,7.627300,988.672100,T69_298,3709.004097
413,DN1521,7.627300,988.672100,T69_298,1188.363319
414,DN1420,13.970800,1021.232800,T69_260,32.956937
414,DN1421,13.970800,1021.232800,T69_260,2437.786842
414,DN1422,13.970800,1021.232800,T69_260,502.047456
414,DN1423,13.970800,1021.232800,T69_260,100.190580
414,DN1521,13.970800,1021.232800,T69_260,95.525446
415,DN1420,10.419500,1027.209800,T69_74,7153.533773
415,DN1421,10.419500,1027.209800,T69_74,34928.770141
415,DN1422,10.419500,1027.209800,T69_74,24287.285702
415,DN1423,10.419500,1027.209800,T69_74,8192.694807
415,DN1521,10.419500,1027.209800,T69_74,5640.099925
416,DN1420,10.419500,1028.212800,T69_74,3946.204853
416,DN1421,10.419500,1028.212800,T69_74,18899.855168
416,DN1422,10.419500,1028.212800,T69_74,12702.184853
416,DN1423,10.419500,1028.212800,T69_74,4266.854473
416,DN1521,10.419500,1028.212800,T69_74,3091.229927
417,DN1420,10.415100,1029.214200,T69_74,835.738656
417,DN1421,10.415100,1029.214200,T69_74,6412.850294
417,DN1422,10.415100,1029.214200,T69_74,2004.610253
417,DN1423,10.415100,1029.214200,T69_74,495.615054
417,DN1521,10.415100,1029.214200,T69_74,443.708294
418,DN1420,9.134500,1043.206900,T69_208,3129.334705
418,DN1421,9.134500,1043.206900,T69_208,4487.583366
418,DN1422,9.134500,1043.206900,T69_208,2834.519118
418,DN1423,9.134500,1043.206900,T69_208,3179.944890
418,DN1521,9.134500,1043.206900,T69_208,2841.902332
419,DN1420,9.696500,1043.203800,T69_105,2263.136015
419,DN1421,9.696500,1043.203800,T69_105,18791.632061
419,DN1422,9.696500,1043.203800,T69_105,10643.298819
419,DN1423,9.696500,1043.203800,T69_105,4248.477921
419,DN1521,9.696500,1043.203800,T69_105,2297.750374
420,DN1420,9.693700,1044.208600,T69_105,872.173149
420,DN1421,9.693700,1044.208600,T69_105,10338.233591
420,DN1422,9.693700,1044.208600,T69_105,5820.173467
420,DN1423,9.693700,1044.208600,T69_105,924.459164
420,DN1521,9.693700,1044.208600,T69_105,650.243064
421,DN1420,9.686700,1045.209700,T69_105,303.977713
421,DN1421,9.686700,1045.209700,T69_105,3698.960993
421,DN1422,9.686700,1045.209700,T69_105,1197.454241
421,DN1423,9.686700,1045.209700,T69_105,548.977439
421,DN1521,9.686700,1045.209700,T69_105,297.617244
422,DN1420,8.638400,1049.195500,T69_146,6045.798758
422,DN1421,8.638400,1049.195500,T69_146,1130.088379
422,DN1422,8.638400,1049.195500,T69_146,7338.159264
422,DN1423,8.638400,1049.195500,T69_146,6817.423692
422,DN1521,8.638400,1049.195500,T69_146,1498.786299
423,DN1420,8.637100,1050.200300,T69_146,2804.797444
423,DN1421,8.637100,1050.200300,T69_146,467.966756
423,DN1422,8.637100,1050.200300,T69_146,4202.170969
423,DN1423,8.637100,1050.200300,T69_146,2739.408786
423,DN1521,8.637100,1050.200300,T69_146,929.060067
424,DN1420,7.408700,1063.175800,T69_78,5173.928257
424,DN1421,7.408700,1063.175800,T69_78,174.976823
424,DN1422,7.408700,1063.175800,T69_78,1787.991495
424,DN1423,7.408700,1063.175800,T69_78,5181.962140
424,DN1521,7.408700,1063.175800,T69_78,828.913661
425,DN1420,5.878700,1065.187500,T69_261,2622.719403
425,DN1421,5.878700,1065.187500,T69_261,44.714322
425,DN1422,5.878700,1065.187500,T69_261,518.446776
425,DN1423,5.878700,1065.187500,T69_261,2564.767377
425,DN1521,5.878700,1065.187500,T69_261,615.479386
426,DN1420,7.404400,1065.190500,T69_78,31965.795862
426,DN1421,7.404400,1065.190500,T69_78,744.142827
426,DN1422,7.404400,1065.190500,T69_78,13387.558257
426,DN1423,7.404400,1065.190500,T69_78,31915.092534
426,DN1521,7.404400,1065.190500,T69_78,11168.013689
427,DN1420,7.405100,1066.194900,T69_78,18110.060965
427,DN1421,7.405100,1066.194900,T69_78,339.896108
427,DN1422,7.405100,1066.194900,T69_78,7392.227750
427,DN1423,7.405100,1066.194900,T69_78,17315.938537
427,DN1521,7.405100,1066.194900,T69_78,6083.885591
428,DN1420,7.401500,1067.197400,T69_78,6011.781235
428,DN1421,7.401500,1067.197400,T69_78,166.056826
428,DN1422,7.401500,1067.197400,T69_78,1681.001633
428,DN1423,7.401500,1067.197400,T69_78,5741.812668
428,DN1521,7.401500,1067.197400,T69_78,1692.428645
